X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,category,y,y_true
0.04818122750023768,0.6809630138677178,0.7986960679038018,0.8001085916578825,0.9652972501562604,0.4440198242192893,0.8312348765608482,0.24656763487721278,0.05027787810992401,0.48743178274908694,69,1.9114196841965647,2.0180284129399557
0.6502377536284331,0.9209787905039821,0.7387340268234038,0.2474220728597596,0.5180331678983723,0.6640838601230683,0.29279831387314226,0.8735027602701764,0.8830685515416743,0.5597780064131831,86,1.8996314580987532,2.208906600700317
0.22419174554667187,0.9334008951967259,0.389841630345209,0.15067912681151996,0.32182689660055863,0.33454138694490965,0.8987529568501583,0.010920881690612894,0.20664736366986658,0.8043177840252455,23,1.568634640885374,1.6327043880557184
0.5704835795236718,0.6090704309889668,0.9642325471451179,0.411385808803139,0.05798909854956702,0.08507422750116977,0.11392945260722953,0.9449722525316215,0.6863907950931958,0.08229015574578558,40,1.9603591352187075,2.193292360788559
0.00420252457964887,0.29641293620032105,0.368599881510032,0.3538233700849154,0.8671584325346705,0.7616634751246146,0.2716922922295164,0.06723502176914065,0.7798541754156247,0.6659461145019988,54,1.2918153535621122,1.4292408050321956
0.5851882216187538,0.739643099358509,0.4724387390374203,0.8967372529597094,0.26980466515283863,0.5549796394075479,0.1331804584482692,0.40903475553117985,0.919587941961788,0.5089482202820843,56,3.170119243591455,3.1028475907268964
0.7074772465848974,0.6951985337693249,0.5429972479619469,0.6005473563163414,0.09055300617101325,0.4803914787255773,0.8299354047094968,0.3899485192456953,0.7079555212061547,0.3022000930503451,29,2.0075500746457915,2.0440852189014036
0.3284743012686824,0.9125778646951951,0.9399977999586289,0.48949619694574853,0.1019890744290114,0.8930768632997373,0.5312428172301867,0.6336345458895148,0.9679636374318631,0.5248742000821544,20,3.6897803706657113,2.5315896403635176
0.6136101842775266,0.5536989882982809,0.9102918704225761,0.3431390048468398,0.013561664933188888,0.3836524306390223,0.4635318829814208,0.42076120055969546,0.004664666090464342,0.02409543348627674,78,2.2026560504323527,2.159505636556996
0.5694556780914034,0.18847590407718406,0.2945715068955429,0.36861182904776435,0.32809938358539026,0.5437575646099267,0.06335583107168075,0.022043738883720798,0.7677020588036083,0.7752349570254944,3,1.762892582815697,1.8747352116642342
